일자,계(명),국내발생(명),해외유입(명),사망(명)
2022-08-29,"43,111","42,755",356,49
2022-08-30,"115,611","115,230",381,71
2022-08-31,"103,915","103,458",457,75
2022-09-01,"81,555","81,257",298,112
2022-09-02,"89,553","89,230",323,64
2022-09-03,"79,712","79,390",322,74
2022-09-04,"72,115","71,877",238,79
2022-09-05,"37,524","37,244",280,56
2022-09-06,"99,814","99,536",278,44
2022-09-07,"85,507","85,171",336,56
2022-09-08,"72,620","72,401",219,64
2022-09-09,"69,392","69,117",275,68
2022-09-10,"42,695","42,462",233,48
2022-09-11,"28,195","27,968",227,47
2022-09-12,"36,920","36,718",202,22
2022-09-13,"57,281","57,011",270,35
2022-09-14,"93,955","93,640",315,60
2022-09-15,"71,444","71,098",346,72
2022-09-16,"51,850","51,507",343,60
2022-09-17,"43,436","43,158",278,57
2022-09-18,"34,738","34,499",239,46
2022-09-19,"19,385","19,104",281,39
2022-09-20,"47,891","47,575",316,24
2022-09-21,"41,268","40,944",324,59
2022-09-22,"32,996","32,742",254,59
2022-09-23,"29,097","28,795",302,68
2022-09-24,"29,339","29,040",299,63
2022-09-25,"25,775","25,528",247,73
2022-09-26,"14,158","13,939",219,33
2022-09-27,"39,413","39,106",307,26
2022-09-28,"36,159","35,780",379,46
2022-09-29,"30,881","30,629",252,46
